form	lemma	POS	morph
iacet	iaceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
tecto	tectum	NOMcom	Case=Abl|Numb=Sing
umido	humidus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
,	,	PUNC	MORPH=empty
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
eiulatu	eiulatus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
questu	questus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
gemitu	gemitus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
fremitibus	fremitus	NOMcom	Case=Abl|Numb=Plur
resonando	resono1	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
mutum	mutus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
flebilis	flebilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
voces	uox	NOMcom	Case=Acc|Numb=Plur
refert	refero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Propagat	propago2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vitam	uita	NOMcom	Case=Acc|Numb=Sing
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
†	†	PUNC	MORPH=empty
sagittis	sagitta	NOMcom	Case=Abl|Numb=Plur
†	†	PUNC	MORPH=empty
aucupans	aucupo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
†	†	PUNC	MORPH=empty
configit	configo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tardus	tardus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
celeris	celer	ADJqua	Case=Acc|Numb=Plur|Gend=Com|Deg=Pos
stans	sto	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
volatilis	uolatilis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
pro	pro1	PRE	MORPH=empty
veste	uestis	NOMcom	Case=Abl|Numb=Sing
pinnis	pinna	NOMcom	Case=Abl|Numb=Plur
membra	membrum	NOMcom	Case=Acc|Numb=Plur
textis	texo	NOMcom	Case=Abl|Numb=Plur|Gend=Com
contegit	contego	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
reciproca	reciprocus	ADJqua	Case=Nom|Numb=Plur
tendens	tendo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
nervo	neruus	NOMcom	Case=Abl|Numb=Sing
equino	equinus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
concita	concieo	VER	Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
tela	telum	NOMcom	Case=Acc|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Philocteta	Philocteta	NOMpro	Case=Nom|Numb=Sing
—	—	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
pinnigero	pinniger	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
armigero	armiger2	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
in	in	PRE	MORPH=empty
corpore	corpus	NOMcom	Case=Abl|Numb=Sing
tela	telum	NOMcom	Case=Nom|Numb=Plur
exercentur	exerceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
";"	";"	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
hæc	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Neut
]	]	PUNC	MORPH=empty
abjecta	abicio	VER	Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
gloria	gloria	NOMcom	Case=Nom|Numb=Sing
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
cui	quis1	PROint	Case=Dat|Numb=Sing|Gend=Com
potestas	potestas	NOMcom	Case=Nom|Numb=Sing
[	[	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
]	]	PUNC	MORPH=empty
detur	do	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
tua	tuus	PROpos	Case=Nom|Numb=Plur|Gend=Neut
cupienter	cupienter	ADV	Deg=Pos
malis	malum1	NOMcom	Case=Dat|Numb=Plur
membra	membrum	NOMcom	Case=Acc|Numb=Plur
discerpat	discerpo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
suis	suus	PROpos.ref	Case=Dat|Numb=Plur|Gend=Com
.	.	PUNC	MORPH=empty
quem	qui1	PROint	Case=Acc|Numb=Sing|Gend=Masc
neque	neque	CONcoo	MORPH=empty
tueri	tueor	VER	Mood=Inf|Tense=Pres|Voice=Dep
contra	contra1	ADV	Deg=Pos
neque	neque	CONcoo	MORPH=empty
adfari	affor	VER	Mood=Inf|Tense=Pres|Voice=Pass
[	[	PUNC	MORPH=empty
queas	queo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
contra	contra1	ADV	Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
eundum	eo1	VER	Case=Acc|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
cautim	cautim	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
captandum	capto	VER	Case=Acc|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
[	[	PUNC	MORPH=empty
mihi	ego	PROper	Case=Dat|Numb=Sing
Quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
tu	tu	PROper	Case=Nom|Numb=Sing
es	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
mortalis	mortalis2	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
in	in	PRE	MORPH=empty
deserta	desertum	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
tesqua	tesca	NOMcom	Case=Acc|Numb=Plur
te	tu	PROper	Case=Acc|Numb=Sing
adportes	apporto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
loca	locus	NOMcom	Case=Acc|Numb=Plur
?	?	PUNC	MORPH=empty
contempla	contemplo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
hanc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Fem
sedem	sedes	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
qua	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Fem
ego	ego	PROper	Case=Nom|Numb=Sing
novem	nouem	ADJcar	Case=Ind
hiemes	hiems	NOMcom	Case=Acc|Numb=Plur
saxo	saxum	NOMcom	Case=Abl|Numb=Sing
stratus	sterno	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
pertuli	perfero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
quod	quod1	PROrel	Gend=Neut
te	tu	PROper	Case=Acc|Numb=Sing
obsecro	obsecro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
hæc	hic1	PROdem	Case=Acc|Numb=Plur|Gend=Neut
aspernabilem	aspernabilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
tætritudo	tetritiduda	NOMcom	Case=Nom|Numb=Sing
mea	meus	PROpos	Case=Nom|Numb=Sing|Gend=Fem
me	ego	PROper	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
occulto	occultum	NOMcom	Case=Abl|Numb=Sing
faxsit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
dracontem	draco	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Heu	heu	INJ	MORPH=empty
,	,	PUNC	MORPH=empty
Mulciber	Mulciber	NOMpro	Case=Nom|Numb=Sing
!	!	PUNC	MORPH=empty
Arma	arma	NOMcom	Case=Nom|Numb=Plur
ignavo	ignauus2	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
†	†	PUNC	MORPH=empty
es	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
†	†	PUNC	MORPH=empty
invicta	inuictus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
†	†	PUNC	MORPH=empty
fabricatus	fabricor	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
[	[	PUNC	MORPH=empty
manu	manus1	NOMcom	Case=Abl|Numb=Sing
!	!	PUNC	MORPH=empty
cum	cum3	CONsub	MORPH=empty
ex	ex	PRE	MORPH=empty
viperino	uiperinus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
morsu	morsus	NOMcom	Case=Abl|Numb=Sing
venæ	uena	NOMcom	Case=Gen|Numb=Plur
viscerum	uiscus1	NOMcom	Case=Gen|Numb=Plur
veneno	uenenum	NOMcom	Case=Abl|Numb=Sing
imbutæ	imbuo	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
tætros	teter	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
cruciatus	cruciatus	NOMcom	Case=Acc|Numb=Plur
cient	cieo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
—	—	PUNC	MORPH=empty
Philocteta	Philocteta	NOMpro	Case=Nom|Numb=Plur
—	—	PUNC	MORPH=empty
Heu	heu	INJ	MORPH=empty
!	!	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
salsis	salsus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
fluctibus	fluctus	NOMcom	Case=Abl|Numb=Plur
mandet	mando2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
me	ego	PROper	Case=Acc|Numb=Sing
ex	ex	PRE	MORPH=empty
sublimo	sublimus1	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
vertice	uertex	NOMcom	Case=Abl|Numb=Sing
saxi	saxum	NOMcom	Case=Gen|Numb=Sing
?	?	PUNC	MORPH=empty
iam	iam	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
absumor	absumo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
:	:	PUNC	MORPH=empty
conficit	conficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
animam	anima	NOMcom	Case=Acc|Numb=Sing
vis	uis	NOMcom	Case=Nom|Numb=Sing
vulneris	uulnus	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
ulceris	ulcus	NOMcom	Case=Gen|Numb=Sing
æstus	aestus	NOMcom	Case=Nom|Numb=Sing
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Phrygiam	Phrygia	NOMpro	Case=Acc|Numb=Sing
miti	mitis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
more	mos	NOMcom	Case=Abl|Numb=Sing
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
usam	utor	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
inmani	immanis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
Græciam	Graecia	NOMpro	Case=Acc|Numb=Sing
!	!	PUNC	MORPH=empty
sub	sub	PRE	MORPH=empty
axe	axis	NOMcom	Case=Abl|Numb=Sing
posita	pono	VER	Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
ad	ad2	PRE	MORPH=empty
stellas	stella	NOMcom	Case=Acc|Numb=Plur
septem	septem	ADJcar	Case=Ind
,	,	PUNC	MORPH=empty
unde	unde2	ADVint	MORPH=empty
[	[	PUNC	MORPH=empty
horrifer	horrifer	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
aquilonis	aquilo	NOMcom	Case=Gen|Numb=Sing
stridor	stridor	NOMcom	Case=Nom|Numb=Sing
gelidas	gelidus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
molitur	molior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
nives	nix	NOMcom	Case=Acc|Numb=Plur
.	.	PUNC	MORPH=empty
agite	ago	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
ac	ac1	CONcoo	MORPH=empty
volnus	uulnus	NOMcom	Case=Acc|Numb=Sing
ne	ne4	CONsub	MORPH=empty
succusset	succusso	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
gressus	gressus	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
caute	caute	ADV	Deg=Pos
[	[	PUNC	MORPH=empty
ingredimini	ingredior	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Pass|Person=2
!	!	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
nostra	noster	PROpos	Case=Acc|Numb=Plur|Gend=Fem
per	per	PRE	MORPH=empty
vim	uis	NOMcom	Case=Acc|Numb=Sing
patria	patria	NOMcom	Case=Abl|Numb=Sing
populavit	populo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
bona	bonum	NOMcom	Case=Acc|Numb=Plur
Nihil	nihil	PROind	Case=Ind
credo	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
auguribus	augur	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
auris	auris	NOMcom	Case=Acc|Numb=Plur
verbis	uerbum	NOMcom	Case=Abl|Numb=Plur
[	[	PUNC	MORPH=empty
divitant	diuito	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
alienas	alienus2	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
suas	suus	PROpos.ref	Case=Acc|Numb=Plur|Gend=Fem
ut	ut4	CONsub	MORPH=empty
auro	aurum	NOMcom	Case=Abl|Numb=Sing
locupletent	locupleto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
domos	domus	NOMcom	Case=Acc|Numb=Plur
!	!	PUNC	MORPH=empty
nunc	nunc	ADV	Deg=Pos
in	in	PRE	MORPH=empty
consilio	consilium	NOMcom	Case=Abl|Numb=Sing
id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
reges	rex	NOMcom	Case=Nom|Numb=Plur
Argivum	Argiuus	NOMpro	Case=Acc|Numb=Sing
aucupant	aucupo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
quærunt	quaero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Troia	Troia	NOMpro	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
testis	testis1	NOMcom	Case=Nom|Numb=Sing
:	:	PUNC	MORPH=empty
quære	quaero	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
ex	ex	PRE	MORPH=empty
aliis	alius	PROind	Case=Abl|Numb=Plur|Gend=Com
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
illius	ille	PROdem	Case=Gen|Numb=Sing|Gend=Com
miseritudine	miseritudo	NOMcom	Case=Abl|Numb=Sing
nomen	nomen	NOMcom	Case=Acc|Numb=Sing
clarum	clarus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
in	in	PRE	MORPH=empty
humili	humilis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
saxo	saxum	NOMcom	Case=Abl|Numb=Sing
multis	multus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
memorant	memoro	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vocibus	uox	NOMcom	Case=Abl|Numb=Plur
[	[	PUNC	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
]	]	PUNC	MORPH=empty
propter	propter2	PRE	MORPH=empty
tot	tot	PROdem	Case=Ind
tantasque	tantus	PROdem	Case=Acc|Numb=Plur|Gend=Fem
{tantasque}	que	CON	MORPH=empty
habemus	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
vastitatis	uastitas	NOMcom	Case=Gen|Numb=Sing
funerum	funus	NOMcom	Case=Gen|Numb=Plur
ferum	ferus2	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
feroci	ferox	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Pos
contundendum	contundo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
imperiost	imperium	NOMcom	Case=Nom|Numb=Plur
{imperiost}	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
sævum	saeuus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
sæviter	saeuiter	ADV	Deg=Pos
quorum	qui1	PROrel	Case=Gen|Numb=Plur|Gend=MascNeut
crudelitatem	crudelitas	NOMcom	Case=Acc|Numb=Sing
numquam	numquam	ADVneg	MORPH=empty
ulla	ullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
explet	expleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
satias	satias	NOMcom	Case=Nom|Numb=Sing
sanguinis	sanguis	NOMcom	Case=Gen|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Itera	itero	NOMcom	Numb=Plur
,	,	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
partibus	pars	NOMcom	Case=Abl|Numb=Plur
(	(	PUNC	MORPH=empty
namque	namque	CONcoo	MORPH=empty
audire	audio	VER	Mood=Inf|Tense=Pres|Voice=Act
volo	uolo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quem	quis1	PROrel	Case=Acc|Numb=Sing|Gend=Masc
exopto	exoptus	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
!	!	PUNC	MORPH=empty
)	)	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
quo	quis1	PROint	Case=Abl|Numb=Sing
captus	capio2	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
modo	modo1	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
fortunane	fortuna	NOMcom	Case=Abl|Numb=Sing
{fortunane}	ne2	ADV	MORPH=empty
an	an	ADVint	MORPH=empty
forte	forte	ADV	Deg=Pos
refertur	refero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
in	in	PRE	MORPH=empty
celsis	celsus	ADJqua	Case=Abl|Numb=Plur|Gend=Masc
montibus	mons	NOMcom	Case=Abl|Numb=Plur
pecua	pecu	NOMcom	Case=Nom|Numb=Sing
atque	atque1	CONcoo	MORPH=empty
inter	inter	PRE	MORPH=empty
colles	collis	NOMcom	Case=Acc|Numb=Plur
pascunt	pasco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Danai	Danai	NOMpro	Case=Nom|Numb=Plur
in	in	PRE	MORPH=empty
Phrygiæ	Phrygia	NOMpro	Case=Gen|Numb=Sing|Gend=Fem
terminis	terminus	NOMcom	Case=Abl|Numb=Plur
.	.	PUNC	MORPH=empty
Hic	hic2	ADV	Gend=Masc|Deg=Pos
per	per	PRE	MORPH=empty
matutinum	matutinus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
lumen	lumen	NOMcom	Case=Acc|Numb=Sing
tardo	tardus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
prope	prope1	ADV	Deg=Pos
euntem	eo1	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
gradu	gradus	NOMcom	Case=Abl|Numb=Sing
derepente	derepente	ADV	Deg=Pos
aspicio	aspicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ex	ex	PRE	MORPH=empty
nemore	nemus	NOMcom	Case=Abl|Numb=Sing
pavidum	pauidus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
et	et2	CONcoo	MORPH=empty
properantem	propero	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
egredi	egredior	VER	Mood=Inf|Tense=Pres|Voice=Dep
Nunc	nunc	ADV	Deg=Pos
Calchas	Calchas	NOMpro	Case=Nom|Numb=Sing
finem	finis	NOMcom	Case=Acc|Numb=Sing
religionem	religio	NOMcom	Case=Acc|Numb=Sing
fac	facio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
[	[	PUNC	MORPH=empty
ac	ac1	CONcoo	MORPH=empty
]	]	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
desiste	desisto	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
exercitum	exercitus1	NOMcom	Case=Acc|Numb=Sing
morari	moror1	VER	Mood=Inf|Tense=Pres|Voice=Dep
";"	";"	PUNC	MORPH=empty
nec	nec2	CONcoo	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
ab	ab	PRE	MORPH=empty
domuitione	domuitio	NOMcom	Case=Abl|Numb=Sing
arce	arx	NOMcom	Case=Abl|Numb=Sing
ex	ex	PRE	MORPH=empty
tuo	tuus	PROpos	Case=Abl|Numb=Sing|Gend=MascNeut
obsceno	obscenus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
omine	omen	NOMcom	Case=Abl|Numb=Sing
!	!	PUNC	MORPH=empty
Abducite	abduco	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
intro	intro2	ADV	Deg=Pos
";"	";"	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
mihi	ego	PROper	Case=Dat|Numb=Sing
miseritudine	miseritudo	NOMcom	Case=Abl|Numb=Sing
Commovit	commoueo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
animum	animus	NOMcom	Case=Acc|Numb=Sing
excelsa	excelsus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
aspecti	aspectus	VER	Case=Gen|Numb=Sing
dignitas	dignitas	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
Utinam	utinam	ADV	Deg=Pos
unicam	unicus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
mi	ego	PROper	Case=Dat|Numb=Sing
antistitam	antista	NOMcom	Case=Acc|Numb=Sing|Gend=Fem
Arquitenens	arcitenens2	NOMcom	Case=Nom|Numb=Sing|Gend=Com
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
tutetur	tutor2	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
numquam	numquam	ADVneg	MORPH=empty
erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
tam	tam	ADV	Deg=Pos
inmanis	immanis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
,	,	PUNC	MORPH=empty
cum	cum3	CONsub	MORPH=empty
[	[	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
]	]	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
mea	meus	PROpos	Case=Abl|Numb=Sing|Gend=Fem
opera	opera	NOMcom	Case=Acc|Numb=Sing
extinctum	exstinguo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
sciet	scio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
fragescat	fragesco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
?	?	PUNC	MORPH=empty
ilico	illico	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
inquam	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
habitat	habito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quisquam	quisquam	PROind	Case=Nom|Numb=Sing|Gend=MascFem
propius	prope1	ADV	Deg=Comp
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
orbus	orbus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
exspes	exspes	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
liberum	liber2	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
pro	pro2	INJ	MORPH=empty
di	deus	NOMcom	Case=Voc|Numb=Plur
inmortales	immortalis	ADJqua	Case=Voc|Numb=Plur|Gend=MascFem|Deg=Pos
!	!	PUNC	MORPH=empty
