form	lemma	POS	morph
eant	eo1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
gratatum	grator	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
hospiti	hospes	NOMcom	Case=Dat|Numb=Sing
concorditatem	concorditas	NOMcom	Case=Acc|Numb=Sing
hospitio	hospitium	NOMcom	Case=Abl|Numb=Sing
adjunctam	adiungo	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
perpetem	perpes	VER	Case=Acc|Numb=Sing|Deg=Pos
probitate	probitas	NOMcom	Case=Abl|Numb=Sing
conservetis	conseruo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
flexanima	flexanimus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
atque	atque1	CONcoo	MORPH=empty
omnium	omnis	PROind	Case=Gen|Numb=Plur|Gend=Com
regina	regina	NOMcom	Case=Nom|Numb=Sing
rerum	res	NOMcom	Case=Gen|Numb=Plur
oratio	oratio	NOMcom	Case=Nom|Numb=Sing
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
cernam	cerno	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
nisi	nisi	CONsub	MORPH=empty
tagam	tago	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
quas	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Fem
gloria	gloria	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
refutant	refuto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
va	ua	INJ	Case=Nom|Numb=Sing
}	}	PUNC	MORPH=empty
rietas	rietas	NOMcom	Case=Nom|Numb=Sing
humanum	humanus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
ab	ab	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
depulsum	depello	VER	Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
mamma	mamma	NOMcom	Case=Abl|Numb=Sing
pædagogandum	paedagogo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Pass
accipit	accipio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
repotialis	repotialis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
Liber	liber1	NOMcom	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
sed	sed	CONcoo	MORPH=empty
hi	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Masc
cluentur	clueo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
hospitum	hospes	NOMcom	Case=Gen|Numb=Plur
infid	infidus	NOMcom	Case=Nom|Numb=Sing
{	{	PUNC	MORPH=empty
e	ex	PRE	MORPH=empty
}	}	PUNC	MORPH=empty
lissimi	lissimum	ADJqua	Case=Gen|Numb=Plur|Gend=Masc|Deg=Sup
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
blandam	blandus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
hortatricem	hortatrix	NOMcom	Case=Acc|Numb=Sing
adjugat	adiugo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
voluptatem	uoluptas	NOMcom	Case=Acc|Numb=Sing
Mater	mater	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
appello	appello1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
;	;	PUNC	MORPH=empty
tu	tu	PROper	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
curam	cura	NOMcom	Case=Acc|Numb=Sing
somno	somnus	NOMcom	Case=Abl|Numb=Sing
suspensam	suspensus	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
levas	leuo1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
neque	neque	CONcoo	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
mei	ego	PROper	Case=Gen|Numb=Sing|Gend=MascNeut
miseret	misereo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
surge	surgo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
et	et2	CONcoo	MORPH=empty
sepeli	sepelio	VER	Mood=Inf|Tense=Pres|Voice=Pass
natum	nascor	VER	Case=Acc|Numb=Sing
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
prius	prius	ADJadv.ord	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
feræ	fera	NOMcom	Case=Nom|Numb=Plur
volucresque	uolucer	NOMcom	Case=Acc|Numb=Plur
{volucresque}	que	CON	MORPH=empty
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
neu	neue2	CONsub	MORPH=empty
reliquias	reliquiae	NOMcom	Case=Acc|Numb=Plur
semesas	semesus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
sireis	sireus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
denudatis	denudo	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
ossibus	os2	NOMcom	Case=Abl|Numb=Plur
per	per	PRE	MORPH=empty
terram	terra	NOMcom	Case=Acc|Numb=Sing
sanie	sanies	NOMcom	Case=Abl|Numb=Sing
delibutas	delibuo	VER	Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass|Person=2
fœde	foede	ADV	Deg=Pos
divexarier	diuexo	VER	Mood=Inf|Tense=Pres|Voice=Pass
age	age	INJ	MORPH=empty
,	,	PUNC	MORPH=empty
adsta	asto	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
mane	mane2	ADV	Deg=Pos|Mood=Imp|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
audi	audio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Iteradum	itero	VER	Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
eadem	idem	PROdem	Case=Nom|Numb=Sing|Gend=Fem
istæc	istic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
mihi	ego	PROper	Case=Dat|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
quos	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Masc
ego	ego	PROper	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
ita	ita	ADV	Deg=Pos
ut	ut1	ADVrel	MORPH=empty
volui	uolo3	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
offendo	offendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
incolumnis	incolumna	ADJqua	Case=Dat|Numb=Plur|Deg=Pos
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
porro	porro	ADV	Deg=Pos
te	tu	PROper	Case=Acc|Numb=Sing
error	error	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
nunc	nunc	ADV	Deg=Pos
lactat	lacto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
maceret	macero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
profecto	profecto	ADV	Deg=Pos
aut	aut	CONcoo	MORPH=empty
inibi	inibi	ADV	Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
aut	aut	CONcoo	MORPH=empty
iam	iam	ADV	Deg=Pos
potiuntur	potior	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
Phrygum	Phryx	NOMpro	Case=Gen|Numb=Plur
di	deus	NOMcom	Case=Nom|Numb=Plur
me	ego	PROper	Case=Acc|Numb=Sing
etsi	etsi2	CONsub	MORPH=empty
perdunt	perdo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
tamen	tamen	ADV	Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
adiutam	adiuuo	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
expetunt	expeto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quom	cum3	CONsub	MORPH=empty
prius	prius	ADJadv.ord	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
intereo	intereo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
spatium	spatium	NOMcom	Case=Acc|Numb=Sing
ulciscendi	ulciscor	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
danunt	dano	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
fac	facio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
cœpisti	coepio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
hanc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Fem
operam	opera	NOMcom	Case=Acc|Numb=Sing
mihi	ego	PROper	Case=Dat|Numb=Sing
des	do	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
perpetem	perpes	VER	Case=Acc|Numb=Sing|Deg=Pos
:	:	PUNC	MORPH=empty
oculis	oculus	NOMcom	Case=Abl|Numb=Plur
traxerim	traho	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=1
Ibo	eo1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
ad	ad2	PRE	MORPH=empty
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
ut	ut4	CONsub	MORPH=empty
sciscam	scisco	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
velit	uolo3	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Valvæ	ualuae	NOMcom	Case=Nom|Numb=Plur
sonunt	sono1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Occidisti	occido2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Ut	ut4	CONsub	MORPH=empty
multa	multus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
paucis	paucus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos
verba	uerbum	NOMcom	Case=Acc|Numb=Plur
unose	unus	ADV	Case=Abl|Numb=Sing
obnuntiem	obnuntio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
Cur	cur	ADVint	MORPH=empty
inlaqueetur	illaqueo2	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3
hic	hic2	ADV	Numb=Sing|Gend=Masc
?	?	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Mecum	ego	PROper	Case=Abl|Numb=Sing
{Mecum}	cum3	CON	MORPH=empty
altercas	alterco	NOMcom	Case=Acc|Numb=Plur
?	?	PUNC	MORPH=empty
Tace	taceo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
repugnanti	repugno	VER	Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
ego	ego	PROper	Case=Nom|Numb=Sing
porro	porro	ADV	Deg=Pos
hunc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Masc
vi	uis	NOMcom	Case=Abl|Numb=Sing
detraxi	detraho	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
ungulum	ungulus	NOMcom	Case=Acc|Numb=Sing
usi	utor	VER	Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
honore	honor	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
credo	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
Achivi	Achiui	NOMpro	Case=Nom|Numb=Plur
hunc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Masc
sceptrum	sceptrum	NOMcom	Case=Acc|Numb=Sing
patientur	patior	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
poti	poto	VER	Mood=Inf|Tense=Pres|Voice=Dep
quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
deos	deus	NOMcom	Case=Acc|Numb=Plur
infernos	infernus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
cælestis	caelestis	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
dignet	digno	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
decorare	decoro	VER	Mood=Inf|Tense=Pres|Voice=Act
hostiis	hostia	NOMcom	Case=Abl|Numb=Plur
?	?	PUNC	MORPH=empty
pælici	pellex	NOMcom	Case=Dat|Numb=Sing
superstitiosæ	superstitiosus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
cum	cum2	PRE	MORPH=empty
vecordi	uecors	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
conjuge	coniux	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
Sol	sol	NOMcom	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
invoco	inuoco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
mihi	ego	PROper	Case=Dat|Numb=Sing
potestatem	potestas	NOMcom	Case=Acc|Numb=Sing
duis	duo	ADJcar	Case=Dat|Numb=Plur|Gend=Com
inquirendi	inquiro	VER	Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Pass
mei	meus	PROpos	Case=Gen|Numb=Sing|Gend=MascNeut
parentis	parens1	NOMcom	Case=Gen|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
quæ	quis1	PROint	Case=Nom|Numb=Sing|Gend=Fem
res	res	NOMcom	Case=Nom|Numb=Sing
te	tu	PROper	Case=Acc|Numb=Sing
ab	ab	PRE	MORPH=empty
stabulis	stabulum	NOMcom	Case=Abl|Numb=Plur
abjugat	abiugo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Certum	certus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
loqui	loquor	VER	Mood=Inf|Tense=Pres|Voice=Dep
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ques	quis1	PROint	Case=Nom|Numb=Plur|Gend=Masc
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
is	is	PROdem	Case=Nom|Numb=Sing|Gend=Masc
?	?	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Ignoti	ignotus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
nescio	nescio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ques	quis1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
ignobiles	ignobilis	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos
acessi	acedo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
Æaeam	aeaeus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
tonsillam	tonsilla	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
pegi	pex	VER	Numb=Sing
læto	laetus2	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
in	in	PRE	MORPH=empty
litore	litus	NOMcom	Case=Abl|Numb=Sing
diversi	diuersus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos
circumspicimus	circumspicio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
horror	horror	NOMcom	Case=Nom|Numb=Sing
percipit	percipio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
clamore	clamor	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
sonitu	sonitus	NOMcom	Case=Abl|Numb=Sing
colles	collis	NOMcom	Case=Nom|Numb=Plur
resonantes	resono1	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
bount	bosco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
tandem	tandem	ADV	Deg=Pos
?	?	PUNC	MORPH=empty
ubi	ubi2	ADVint	MORPH=empty
ea	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
receptat	recepto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Exul	exsul	NOMcom	Case=Nom|Numb=Sing
incerta	incertus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
vagat	uagor2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
Cedo	cedo2	INJ	MORPH=empty
quorsum	quorsum	ADVint	MORPH=empty
itiner	iter	NOMcom	Case=Nom|Numb=Sing
tetinisse	tengo	VER	Mood=Inf|Tense=Perf|Voice=Act
aiunt	aio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
!	!	PUNC	MORPH=empty
custodite	custodio	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
istunc	istic1	PROdem	Case=Acc|Numb=Sing|Gend=Masc
vos	uos	PROper	Case=Acc|Numb=Plur
,	,	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
vim	uis	NOMcom	Case=Acc|Numb=Sing
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
attolat	attolo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
neve	neue2	CONsub	MORPH=empty
attigat	attingo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
linguæ	lingua	NOMcom	Case=Gen|Numb=Sing
bisulcis	bisulcus	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Pos
actu	actus1	NOMcom	Case=Abl|Numb=Sing
crispo	crispus	NOMcom	Case=Abl|Numb=Sing
fulgere	fulgeo	VER	Mood=Inf|Tense=Pres|Voice=Act
mulier	mulier	NOMcom	Case=Voc|Numb=Sing
egregiissima	egregius	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Sup
forma	forma	NOMcom	Case=Abl|Numb=Sing
cælitum	caeles1	NOMcom	Case=Gen|Numb=Plur
camilla	camilla	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
expectata	exspecto	VER	Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
advenis	aduenio	VER	Case=Abl|Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
:	:	PUNC	MORPH=empty
salve	salueo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
hospita	hospita	NOMcom	Case=Abl|Numb=Sing|Deg=Pos
!	!	PUNC	MORPH=empty
possum	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ego	ego	PROper	Case=Nom|Numb=Sing
istam	iste	PROdem	Case=Acc|Numb=Sing|Gend=Fem
capite	caput	NOMcom	Case=Abl|Numb=Sing
cladem	clades	NOMcom	Case=Acc|Numb=Sing
averruncassere	auerrunco	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=2
Qua	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Fem
super	super2	PRE	MORPH=empty
re	res	NOMcom	Case=Abl|Numb=Sing
interfectum	interficio	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
dixisti	dico2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
Hippotem	hippotes	NOMcom	Case=Acc|Numb=Sing
?	?	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
eccum	ecce	INJ	MORPH=empty
in	in	PRE	MORPH=empty
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
tempore	tempus1	NOMcom	Case=Abl|Numb=Sing
ostentum	ostentum	VER	Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
senem	senex2	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem
vitam	uita	NOMcom	Case=Acc|Numb=Sing
propagans	propago2	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
†	†	PUNC	MORPH=empty
exan * * †	?	OUT	MORPH=empty
altaribus	altar	NOMcom	Case=Abl|Numb=Plur
sentio	sentio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
pater	pater	NOMcom	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
vocis	uox	NOMcom	Case=Gen|Numb=Sing
calui	caluor	VER	Mood=Inf|Tense=Pres|Voice=Act
similitudine	similitudo	NOMcom	Case=Abl|Numb=Sing
quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
tu	tu	PROper	Case=Nom|Numb=Sing
es	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
mulier	mulier	NOMcom	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
me	ego	PROper	Case=Acc|Numb=Sing
insveto	insuetus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
nuncupasti	nuncupo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
nomine	nomen	NOMcom	Case=Abl|Numb=Sing
?	?	PUNC	MORPH=empty
set	sed	CONcoo	MORPH=empty
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
conspicio	conspicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
?	?	PUNC	MORPH=empty
num	num	ADVint	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
lactans	lacto	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
calvitur	caluor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ætas	aetas	NOMcom	Case=Nom|Numb=Sing
?	?	PUNC	MORPH=empty
populoque	populus	NOMcom	Case=Dat|Numb=Sing
{populoque}	que	CON	MORPH=empty
ut	ut4	CONsub	MORPH=empty
faustum	faustus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
sempiterne	sempiter	ADV	Deg=Pos
{sempiterne}	ne2	ADV	MORPH=empty
sospitent	sospito	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
repudio	repudium	NOMcom	Case=Abl|Numb=Sing
auspicium	auspicium	NOMcom	Case=Nom|Numb=Sing
:	:	PUNC	MORPH=empty
regrediundum	regredior	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ilico	illico	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
resto	restum	VER	Numb=Sing
,	,	PUNC	MORPH=empty
†	†	PUNC	MORPH=empty
pergitur	pergo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
†	†	PUNC	MORPH=empty
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
;	;	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
ire	eo1	VER	Mood=Inf|Tense=Pres|Voice=Act
conor	conor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
,	,	PUNC	MORPH=empty
prohibet	prohibeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
bætere	beto	VER	Mood=Inf|Tense=Pres|Voice=Act
neque	neque	CONcoo	MORPH=empty
profundum	profundus	NOMcom	Case=Acc|Numb=Sing
Cedo	cedo1	VER	MORPH=empty
tuum	tuus	PROpos	Case=Acc|Numb=Sing|Gend=MascNeut
pedem	pes	NOMcom	Case=Acc|Numb=Sing
{	{	PUNC	MORPH=empty
mi	ego	PROpos	Case=Voc|Numb=Sing|Gend=Masc
}	}	PUNC	MORPH=empty
,	,	PUNC	MORPH=empty
lymphis	lympha	NOMcom	Case=Abl|Numb=Plur
flavis	flauus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
flavum	flauus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
ut	ut4	CONsub	MORPH=empty
pulverem	puluis	NOMcom	Case=Acc|Numb=Sing
